label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char;kA_char_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set
Abhitzekessel;heat_exchanger;[];[];[];[];[];[];[];nan;False;False;-292658768.1487615;False;False;1956430.8028844243;False;False;149.58810079931575;False;False;183.38961591858117;False;False;120.21948614186437;False;False;1.0;True;False;1.0;True;False;0.0;False;False;0.0;False;False;nan;False;0x000002274FC39610;False;m;0x000002274FC39880;False;m;-418152.47994844813;False;542582.1335024602;False;124429.65355401207;False
