label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;eta_s_char;eta_s_char_set;eta_s_char_param;pr;pr_set;pr_var;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
Speisewasserpumpe;pump;['steam_turbine_bus', 'total power'];[None, None];[1049224.586134711, 1049224.586134711];['0x000002274FC307C0', '0x000002274FC307C0'];['component', 'component'];['eta_s'];['eta_s_char'];nan;False;False;1049224.586134711;False;False;0.8000000000000009;True;False;0x000002274FC39A60;False;nan;2500.0;False;False;0x000002274FC30AC0;False;nan;693.4064361035241;False
