label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;eta_s_char;eta_s_char_set;eta_s_char_param;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;Sirr;Sirr_set
compressor;compressor;['gas_turbine_bus', 'total power'];[None, None];[140543021.7846953, 140543021.7846953];['0x000002274FC307C0', '0x000002274FC307C0'];['component', 'component'];['pr', 'eta_s'];['eta_s_char'];nan;False;False;140543021.7846953;False;False;0.9100000000000001;True;False;0x000002274FC39790;False;m;14.000000000000004;True;False;0;False;False;0x000002274FC39940;False;nan;20037.20724042718;False
