label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;eta_s_char;eta_s_char_set;eta_s_char_param;pr;pr_set;pr_var;cone;cone_set
steam Turbine;Turbine;['power output'];[None];[-10773528.78588577];['0x00000150AAEBB9D0'];['component'];['eta_s'];['eta_s_char', 'cone'];nan;False;False;-10773528.78588577;False;False;0.9000000000000002;True;False;0x00000150AAEBBA60;False;m;0.02622930800476376;False;False;nan;False
