label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param
feed water Pump;Pump;['power output'];[None];[192557.60553480298];['0x00000150AAEBB9D0'];['component'];['eta_s'];['eta_s_char'];nan;False;False;192557.60553480298;False;False;0.7999999053704229;True;False;39.68920398113999;False;False;0x00000150AAEBBA00;False;v;0x00000150AAEBB820;False;v
