P_in_max / MW;P_in_min / MW;c_0;c_1
14.290902065791785;7.145451032911391;6.401831478651022;2.2736667396404875
14.29090206580898;7.145451032905247;4.638161117157885;2.393859804527091
14.290902065778946;7.145451032907508;-4.271415684375082;2.365235184300874
14.290902065837185;7.145451032914365;-5.8276855410304265;2.267513414903832
