label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;Q;Q_set;Q_var;pr_c;pr_c_set;pr_c_var;zeta;zeta_set;zeta_var;eta;eta_set;eta_var;eta_char;eta_char_set;eta_char_param;e;e_set;e_var;S;S_set
electrolyzer;water_electrolyzer;['total power bus'];['P'];[37500000.00000001];['0x000002171B805EF0'];['component'];['eta', 'pr_c'];['eta_char', 'zeta'];nan;False;False;37500000.0;True;False;-7326984.93624933;False;False;0.99;True;False;1776.5910948480648;False;False;0.8;True;False;0x000002171B7F6BE0;False;nan;177341905.27213922;False;False;nan;False
