label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;eta_s_char;eta_s_char_set;eta_s_char_param;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;Sirr;Sirr_set
compressor;compressor;['total power bus'];[None];[330760.6380737296];['0x000002171B803048'];['component'];[];[];nan;False;False;330760.63807372964;False;False;0.9000000000000055;True;False;0x000002171B7F6BA8;False;m;2.5;False;False;0;False;False;0x000002171B7F6780;False;nan;77.79790355836815;False
