label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char;kA_char_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set
condenser;condenser;[];[];[];[];[];['pr2', 'ttd_u'];['zeta2', 'kA_char'];nan;False;False;-29995388.00622863;False;False;1660678.6409772756;False;False;18.06212669091532;False;False;4.999999999999034;True;False;44.47430120292444;False;False;0.9900000000000001;True;False;0.99;True;False;6239.008934735295;False;False;382.602762686916;False;False;False;False;nan;False;0x000001AB1D260730;False;m;0x000001AB1D260DC0;False;m;-78006.54840522482;False;85026.90748937827;False;7020.359084153446;False
